site,AU-Fog
year,2007
lat,-12.5452
lon,131.307
timezone,200701010030,9.5
htower,200701010030,5
timeres,halfhourly
sc_negl,0
notes,processed on 20160517111411 with qc_auto v1.0 compiled using Ms VC++ 9.0 on Mar 17 2016 at 16:58:38
notes,var G_1 was renamed in G
notes,201605171114 qc visual comparison SY
notes,201605171114 qc visual comparison variable: PPFD_IN missing
notes,201605171113 qc visual SY
notes,201605171113 qc visual MY (carlo)
notes,201605171110 apply change log file for variable X: TIMESTAMP_END variable Y: Ta (carlo)
notes,201605171110 apply change log file for variable X: TIMESTAMP_END variable Y: RH (carlo)
notes,201605171110 apply change log file for variable X: TIMESTAMP_END variable Y: WS (carlo)
notes,201605171110 apply change log file for variable X: TIMESTAMP_END variable Y: NetRad (carlo)
notes,201605171110 apply change log file for variable X: TIMESTAMP_END variable Y: LW_IN (carlo)
notes,201605171110 apply change log file for variable X: TIMESTAMP_END variable Y: LE (carlo)
notes,201605171109 apply change log file for variable X: TIMESTAMP_END variable Y: H (carlo)
notes,201605171109 apply change log file for variable X: TIMESTAMP_END variable Y: ustar (carlo)
notes,201605171109 apply change log file for variable X: TIMESTAMP_END variable Y: SW_IN (carlo)
notes,201605171109 apply change log file for variable X: TIMESTAMP_END variable Y: CO2 (carlo)
notes,201605171109 apply change log file for variable X: TIMESTAMP_END variable Y: Fc (carlo)
notes,201605171109 G_1 Values sing OK
notes,201605171108 G not found
notes,201605171108 SSITC_TEST checker FC_SSITC_TEST is empty
notes,201605171108 SSITC_TEST checker LE_SSITC_TEST is empty
notes,201605171108 SSITC_TEST checker variable: LE_SSITC_TEST is not found
notes,201605171108 SSITC_TEST checker H_SSITC_TEST is empty
notes,201605171108 SSITC_TEST checker variable: H_SSITC_TEST is not found
notes,201605171108 SSITC_TEST checker variable: FC_SSITC_TEST is not found
notes,201605171108 Rename variable WEEK with Week
notes,201605091313 Rename variable ustar with USTAR
notes,201605091313 Rename variable Ts_1 with TS_1
notes,201605091313 Rename variable Ta with TA
notes,201605091313 Rename variable SWout with SW_OUT
notes,201605091313 Rename variable SWin with SW_IN
notes,201605091313 Rename variable Pa with PA
notes,201605091313 Rename variable NetRad with NETRAD
notes,201605091313 Rename variable LWout with LW_OUT
notes,201605091313 Rename variable LWin with LW_IN
notes,201605091313 Rename variable G1 with G_1
notes,201605091313 Rename variable Fc with FC
notes,dataset retrieved on 20160509115856
TIMESTAMP_START,TIMESTAMP_END,NEE,TA,USTAR,SW_IN
200701010000,200701010030,-9999,24.6,0.08,0
200701010030,200701010100,-9999,24.64,0.1,0
200701010100,200701010130,-9999,24.73,0.19,0
200701010130,200701010200,2.38917,24.78,0.18,0
200701010200,200701010230,2.18796,24.76,0.16,0
200701010230,200701010300,2.49213,24.72,0.19,0
200701010300,200701010330,2.43593,24.71,0.17,0
200701010330,200701010400,1.36917,24.56,0.05,0
200701010400,200701010430,1.74704,24.28,0.08,0
200701010430,200701010500,1.74139,24.05,0.07,0
200701010500,200701010530,1.25796,23.91,0.03,0
200701010530,200701010600,-9999,23.9,0.07,0
200701010600,200701010630,0.496574,23.6,0.09,2
200701010630,200701010700,-2.35759,23.55,0.05,44
200701010700,200701010730,-9999,24.15,0.1,131
200701010730,200701010800,-2.60111,24.86,0.16,255
200701010800,200701010830,-4.57222,25.93,0.11,375
200701010830,200701010900,-8.95972,26.84,0.12,489
200701010900,200701010930,-6.47407,27.63,0.13,601
200701010930,200701011000,-5.21787,28.47,0.12,724
200701011000,200701011030,-6.54787,29.73,0.1,835
200701011030,200701011100,-7.28519,30.58,0.15,913
200701011100,200701011130,-5.71731,31.1,0.2,980
200701011130,200701011200,-7.45528,31.73,0.16,1021
200701011200,200701011230,-9.19213,32.23,0.25,997
200701011230,200701011300,-6.73426,32.72,0.19,1057
200701011300,200701011330,-6.92157,33.26,0.23,1087
200701011330,200701011400,-7.24157,33.71,0.32,1089
200701011400,200701011430,-6.62102,34.15,0.2,956
200701011430,200701011500,-6.45167,34.32,0.19,923
200701011500,200701011530,-5.37426,34.14,0.17,770
200701011530,200701011600,-7.65898,34.4,0.22,723
200701011600,200701011630,-5.79361,34.11,0.23,581
200701011630,200701011700,-3.78204,33.99,0.23,472
200701011700,200701011730,-2.56,32.95,0.2,168
200701011730,200701011800,-0.471574,31.85,0.14,105
200701011800,200701011830,-0.0274074,31.3,0.12,75
200701011830,200701011900,0.173611,30.74,0.11,35
200701011900,200701011930,1.24139,30.22,0.09,2
200701011930,200701012000,-9999,29.45,0.26,0
200701012000,200701012030,4.35028,28.5,0.25,0
200701012030,200701012100,3.14213,27.02,0.31,0
200701012100,200701012130,1.26583,26.48,0.15,0
200701012130,200701012200,0.329352,26.62,0.11,0
200701012200,200701012230,2.75824,26.38,0.13,0
200701012230,200701012300,0.763611,26.14,0.06,0
200701012300,200701012330,1.98352,26.07,0.16,0
200701012330,200701020000,2.83,25.99,0.15,0
200701020000,200701020030,-9999,25.94,0.13,0
200701020030,200701020100,1.17639,25.93,0.06,0
200701020100,200701020130,-9999,25.51,0.09,0
200701020130,200701020200,1.32204,24.86,0.03,0
200701020200,200701020230,2.24889,24.73,0.05,0
200701020230,200701020300,3.41046,24.32,0.04,0
200701020300,200701020330,-0.344167,24.22,0.06,0
200701020330,200701020400,2.56935,24.12,0.1,0
200701020400,200701020430,2.8238,24.05,0.14,0
200701020430,200701020500,-9999,23.92,0.08,0
200701020500,200701020530,4.49509,23.9,0.09,0
200701020530,200701020600,0.767315,23.86,0.12,0
200701020600,200701020630,-2.51352,23.9,0.06,2
200701020630,200701020700,4.63407,23.68,0.09,34
200701020700,200701020730,-0.31213,24.43,0.06,96
200701020730,200701020800,-3.01093,24.98,0.13,145
200701020800,200701020830,-2.00778,25.58,0.08,159
200701020830,200701020900,-8.28324,26.51,0.2,390
200701020900,200701020930,-9.23389,27.62,0.16,500
200701020930,200701021000,-8.88926,28.7,0.18,719
200701021000,200701021030,-9999,29.86,0.14,862
200701021030,200701021100,-10.4656,30.61,0.12,769
200701021100,200701021130,-5.62111,31.09,0.16,752
200701021130,200701021200,-10.522,31.38,0.28,736
200701021200,200701021230,-9999,31.61,0.42,816
200701021230,200701021300,-9999,32.41,0.35,972
200701021300,200701021330,-7.47315,32.76,0.36,888
200701021330,200701021400,-9999,32.71,0.5,808
200701021400,200701021430,-4.4863,31.98,0.38,650
200701021430,200701021500,-4.54741,32.94,0.36,920
200701021500,200701021530,-4.2237,33.1,0.44,857
200701021530,200701021600,-9999,33.29,0.48,752
200701021600,200701021630,-4.51472,33.16,0.43,688
200701021630,200701021700,-3.25102,33.01,0.43,597
200701021700,200701021730,-1.90472,32,0.37,364
200701021730,200701021800,-1.17157,31.47,0.24,230
200701021800,200701021830,-0.693704,31.12,0.21,185
200701021830,200701021900,0.213148,30.23,0.19,62
200701021900,200701021930,0.819815,29.21,0.09,3
200701021930,200701022000,0.268148,28.67,0.06,0
200701022000,200701022030,0.777963,28.06,0.08,0
200701022030,200701022100,-9999,27.6,0.08,0
200701022100,200701022130,0.708519,27.47,0.1,0
200701022130,200701022200,-0.187407,27.43,0.06,0
200701022200,200701022230,1.96824,27.52,0.14,0
200701022230,200701022300,-0.390926,27.26,0.09,0
200701022300,200701022330,-9999,27.06,0.24,0
200701022330,200701030000,-4.79509,26.43,0.1,0
200701030000,200701030030,1.82676,26.3,0.11,0
200701030030,200701030100,0.716852,26.09,0.12,0
200701030100,200701030130,0.743796,25.88,0.08,0
200701030130,200701030200,-0.658333,25.83,0.08,0
200701030200,200701030230,2.80667,25.45,0.08,0
200701030230,200701030300,4.32704,25.14,0.07,0
200701030300,200701030330,-9999,24.97,0.23,0
200701030330,200701030400,-9999,25.03,0.1,0
200701030400,200701030430,-9999,24.53,-9999,0
200701030430,200701030500,-9999,24.65,0.08,0
200701030500,200701030530,-9999,24.66,0.26,0
200701030530,200701030600,-9999,24.15,0.09,0
200701030600,200701030630,-9999,24.56,0.26,2
200701030630,200701030700,-0.268519,25.03,0.07,46
200701030700,200701030730,-9999,25.97,0.09,116
200701030730,200701030800,-9999,26.68,0.15,196
200701030800,200701030830,-9999,27.39,0.16,272
200701030830,200701030900,-9999,28.5,0.22,393
200701030900,200701030930,-9999,29.86,0.31,570
200701030930,200701031000,-5.39667,29.92,0.27,366
200701031000,200701031030,-9999,29.99,0.24,305
200701031030,200701031100,-9999,30.89,0.32,622
200701031100,200701031130,-9999,32.28,0.42,873
200701031130,200701031200,-3.89852,32.65,0.42,996
200701031200,200701031230,-9999,32.29,0.43,766
200701031230,200701031300,-4.75898,32.37,0.48,909
200701031300,200701031330,-6.71843,32.31,0.55,915
200701031330,200701031400,-4.5463,32.62,0.39,842
200701031400,200701031430,-2.7137,32.9,0.43,946
200701031430,200701031500,-4.32741,33.12,0.49,997
200701031500,200701031530,-5.70472,33.45,0.47,918
200701031530,200701031600,-9999,33.01,0.47,784
200701031600,200701031630,-2.85889,31.61,0.4,409
200701031630,200701031700,-2.6463,30.9,0.35,303
200701031700,200701031730,-1.10472,30.51,0.32,225
200701031730,200701031800,-0.385833,30.08,0.35,168
200701031800,200701031830,0.156296,29.77,0.29,106
200701031830,200701031900,0.265741,29.48,0.25,40
200701031900,200701031930,2.12046,29.03,0.21,2
200701031930,200701032000,1.04407,28.58,0.15,0
200701032000,200701032030,1.0762,28.31,0.12,0
200701032030,200701032100,0.847778,28,0.1,0
200701032100,200701032130,0.239259,27.76,0.07,0
200701032130,200701032200,-9999,27.53,0.09,0
200701032200,200701032230,-1.25593,27.09,0.06,0
200701032230,200701032300,-9999,27.09,0.09,0
200701032300,200701032330,-9999,27.16,0.06,0
200701032330,200701040000,-9999,27.01,0.06,0
200701040000,200701040030,-0.921944,26.97,0.02,0
200701040030,200701040100,-9999,26.7,0.07,0
200701040100,200701040130,-9999,26.08,0.05,0
200701040130,200701040200,-9999,26.1,0.05,0
200701040200,200701040230,0.943704,25.61,0.03,0
200701040230,200701040300,-9999,25.45,0.09,0
200701040300,200701040330,-9999,25.34,0.11,0
200701040330,200701040400,-9999,25.23,0.09,0
200701040400,200701040430,-9999,25.15,0.27,0
200701040430,200701040500,-9999,25.41,0.18,0
200701040500,200701040530,-9999,24.87,0.08,0
200701040530,200701040600,-9999,25.37,0.08,0
200701040600,200701040630,-9999,25.6,0.07,3
200701040630,200701040700,-9999,25.72,0.09,30
200701040700,200701040730,-4.27954,25.98,0.09,95
200701040730,200701040800,-9999,26.52,0.12,161
200701040800,200701040830,-4.39769,27.03,0.2,209
200701040830,200701040900,-9999,28.05,0.18,398
200701040900,200701040930,-11.8466,29.25,0.27,551
200701040930,200701041000,-9.21389,30.26,0.3,675
200701041000,200701041030,-6.75787,30.6,0.27,587
200701041030,200701041100,-7.60259,30.78,0.27,504
200701041100,200701041130,-6.84157,30.86,0.21,420
200701041130,200701041200,-7.17222,31.91,0.18,937
200701041200,200701041230,-7.25991,32.16,0.28,935
200701041230,200701041300,-9999,31.95,0.27,803
200701041300,200701041330,-9999,28.44,-9999,636
200701041330,200701041400,-9999,29.23,0.16,443
200701041400,200701041430,-9999,29.66,0.2,828
200701041430,200701041500,-9999,29,0.51,197
200701041500,200701041530,-9999,27.29,-9999,172
200701041530,200701041600,-9999,27.51,0.26,263
200701041600,200701041630,-9999,28.54,0.16,371
200701041630,200701041700,-9999,29.42,0.18,433
200701041700,200701041730,-9999,29.97,0.13,264
200701041730,200701041800,-4.48,30.16,0.12,207
200701041800,200701041830,-9999,30.02,0.2,126
200701041830,200701041900,1.13972,29.6,0.15,52
200701041900,200701041930,0.698241,29.05,0.09,4
200701041930,200701042000,2.09602,28.84,0.08,0
200701042000,200701042030,2.01602,28.29,0.13,0
200701042030,200701042100,3.36241,27.92,0.1,0
200701042100,200701042130,-9999,27.83,0.15,0
200701042130,200701042200,-9999,28,0.15,0
200701042200,200701042230,-0.342778,28.35,0.13,0
200701042230,200701042300,0.97963,28.2,0.1,0
200701042300,200701042330,-9999,27.65,0.12,0
200701042330,200701050000,-9999,26.87,0.07,0
200701050000,200701050030,-9999,26.33,0.06,0
200701050030,200701050100,0.728611,25.84,0.06,0
200701050100,200701050130,-9999,25.61,0.16,0
200701050130,200701050200,2.53528,25.67,0.03,0
200701050200,200701050230,-9999,25.03,0.1,0
200701050230,200701050300,1.41685,25.14,0.12,0
200701050300,200701050330,3.51296,25.45,0.07,0
200701050330,200701050400,-9999,25.23,0.09,0
200701050400,200701050430,-9999,24.74,0.1,0
200701050430,200701050500,-9999,24.67,0.09,0
200701050500,200701050530,0.893426,25.03,0.06,0
200701050530,200701050600,-1.16269,25.06,0.05,0
200701050600,200701050630,-9999,25.39,0.05,1
200701050630,200701050700,-9999,25.86,0.08,38
200701050700,200701050730,-0.917963,26.5,0.09,117
200701050730,200701050800,-9999,27.03,0.1,153
200701050800,200701050830,-8.49546,27.77,0.12,353
200701050830,200701050900,-7.08528,28.69,0.17,489
200701050900,200701050930,-9999,29.72,0.16,636
200701050930,200701051000,-7.05556,29.96,0.12,491
200701051000,200701051030,-9999,30.54,0.26,552
200701051030,200701051100,-12.069,31.2,0.27,736
200701051100,200701051130,-8.08852,31.79,0.17,709
200701051130,200701051200,-5.77204,31.8,0.09,623
200701051200,200701051230,-10.2115,32.44,0.28,928
200701051230,200701051300,-9999,32.82,0.3,952
200701051300,200701051330,-8.34954,33.42,0.34,852
200701051330,200701051400,-5.31769,31.67,0.29,438
200701051400,200701051430,-7.02741,31.37,0.23,607
200701051430,200701051500,-6.2437,31.9,0.25,559
200701051500,200701051530,-9999,30.69,0.16,340
200701051530,200701051600,-9999,29.08,0.29,147
200701051600,200701051630,-9999,28.14,0.46,145
200701051630,200701051700,-9999,28.3,0.15,159
200701051700,200701051730,-0.518056,28.03,0.32,170
200701051730,200701051800,-9999,28.05,0.26,136
200701051800,200701051830,1.56583,28.07,0.16,59
200701051830,200701051900,-9999,27.66,0.26,34
200701051900,200701051930,-9999,27.3,0.33,2
200701051930,200701052000,-9999,26.35,-9999,1
200701052000,200701052030,-9999,25.94,0.15,0
200701052030,200701052100,-9999,25.86,0.1,0
200701052100,200701052130,-9999,25.91,0.11,0
200701052130,200701052200,-9999,25.95,-9999,0
200701052200,200701052230,-9999,26.16,-9999,0
200701052230,200701052300,-9999,25.18,0.31,1
200701052300,200701052330,-9999,24.62,-9999,0
200701052330,200701060000,-9999,24.61,-9999,0
200701060000,200701060030,-9999,24.77,-9999,0
200701060030,200701060100,-9999,24.63,0.22,0
200701060100,200701060130,-9999,24.53,0.38,0
200701060130,200701060200,-9999,24.47,-9999,0
200701060200,200701060230,-9999,24.36,0.43,0
200701060230,200701060300,-9999,24.26,0.19,0
200701060300,200701060330,-9999,24.33,0.12,0
200701060330,200701060400,-2.30889,24.53,0.07,0
200701060400,200701060430,1.64176,24.54,0.26,0
200701060430,200701060500,-9999,24.68,0.14,0
200701060500,200701060530,-9999,24.49,0.15,0
200701060530,200701060600,-9999,24.31,0.06,0
200701060600,200701060630,-9999,24.45,0.11,1
200701060630,200701060700,-9999,24.32,0.05,42
200701060700,200701060730,-0.241389,25.23,0.04,128
200701060730,200701060800,-9999,25.78,0.11,202
200701060800,200701060830,-6.55537,26.55,0.09,314
200701060830,200701060900,-9999,27.72,0.24,422
200701060900,200701060930,-7.74019,28.73,0.21,564
200701060930,200701061000,-6.93194,29.37,0.18,490
200701061000,200701061030,-10.3325,30.07,0.36,745
200701061030,200701061100,-9999,30.59,0.34,779
200701061100,200701061130,-9999,30.95,0.29,752
200701061130,200701061200,-10.8747,31.29,0.28,686
200701061200,200701061230,-9.06157,31.54,0.24,691
200701061230,200701061300,-9999,32.23,0.34,918
200701061300,200701061330,-9999,32.63,0.35,950
200701061330,200701061400,-9999,33.2,0.36,969
200701061400,200701061430,-9999,33.12,0.35,741
200701061430,200701061500,-9999,32.44,-9999,650
200701061500,200701061530,-3.31093,30.11,0.26,260
200701061530,200701061600,-5.29463,30.52,0.19,331
200701061600,200701061630,-9999,29.58,-9999,262
200701061630,200701061700,-9999,27.26,0.38,114
200701061700,200701061730,-9999,27.08,0.17,58
200701061730,200701061800,-9999,27,0.21,97
200701061800,200701061830,-9999,25.98,-9999,21
200701061830,200701061900,-9999,24.19,0.38,2
200701061900,200701061930,-9999,24.25,0.17,0
200701061930,200701062000,-9999,24.35,0.17,0
200701062000,200701062030,-9999,24.38,0.13,0
200701062030,200701062100,-9999,24.4,0.1,0
200701062100,200701062130,-9999,24.65,0.35,0
200701062130,200701062200,0.87537,24.63,0.13,0
200701062200,200701062230,-9999,24.6,0.44,0
200701062230,200701062300,1.09296,24.62,0.1,0
200701062300,200701062330,-9999,24.72,0.09,0
200701062330,200701070000,0.786574,24.43,0.11,0
200701070000,200701070030,-9999,24.45,0.08,0
200701070030,200701070100,1.50259,24.21,0.08,0
200701070100,200701070130,-9999,24.63,0.09,0
200701070130,200701070200,0.952037,24.36,0.08,0
200701070200,200701070230,0.573148,24.4,0.05,0
200701070230,200701070300,2.60019,24.87,0.06,0
200701070300,200701070330,1.50676,25.23,0.1,0
200701070330,200701070400,-9999,25.09,0.2,0
200701070400,200701070430,-1.15185,24.64,0.13,0
200701070430,200701070500,-9999,24.45,0.08,0
200701070500,200701070530,-9999,24.52,0.1,0
200701070530,200701070600,1.17407,24.44,0.03,0
200701070600,200701070630,4.53824,24.14,0.06,0
200701070630,200701070700,-9999,24.78,0.1,19
200701070700,200701070730,2.04861,25.35,0.09,52
200701070730,200701070800,-3.82426,25.92,0.1,143
200701070800,200701070830,-2.59444,26.73,0.16,247
200701070830,200701070900,-11.919,27.56,0.24,432
200701070900,200701070930,-8.93296,28.7,0.16,510
200701070930,200701071000,-8.71611,29.35,0.22,614
200701071000,200701071030,-9999,30.1,0.25,745
200701071030,200701071100,-9.22361,30.57,0.21,676
200701071100,200701071130,-7.38417,30.91,0.19,697
200701071130,200701071200,-12.5884,32.04,0.18,1020
200701071200,200701071230,-9999,31.39,0.33,660
200701071230,200701071300,-9999,30.99,0.25,568
200701071300,200701071330,-9999,31.33,0.4,1084
200701071330,200701071400,-9999,30.26,0.26,578
200701071400,200701071430,-9999,29.04,0.22,193
200701071430,200701071500,-9999,28.39,0.3,212
200701071500,200701071530,-4.41259,29.04,0.16,328
200701071530,200701071600,-3.3437,29.51,0.16,279
200701071600,200701071630,-3.85833,29.61,0.11,257
200701071630,200701071700,-2.01944,29.68,0.15,180
200701071700,200701071730,-1.3063,29.7,0.09,156
200701071730,200701071800,-2.12787,29.6,0.11,164
200701071800,200701071830,-9999,28.98,-9999,60
200701071830,200701071900,4.21389,26.91,0.32,5
200701071900,200701071930,-9999,25.25,0.15,0
200701071930,200701072000,-5.30537,24.95,0.24,0
200701072000,200701072030,-9999,25.64,0.12,0
200701072030,200701072100,-9999,25.61,0.31,0
200701072100,200701072130,-9999,25.37,0.2,0
200701072130,200701072200,3.41352,24.98,0.13,0
200701072200,200701072230,4.65954,25.02,0.12,0
200701072230,200701072300,-0.312685,24.7,0.05,0
200701072300,200701072330,0.0688889,24.68,0.06,0
200701072330,200701080000,-3.0537,24.75,0.17,0
200701080000,200701080030,-9999,24.61,0.12,0
200701080030,200701080100,1.77398,24.75,0.07,0
200701080100,200701080130,-9999,24.98,0.15,0
200701080130,200701080200,-9999,25.36,0.15,0
200701080200,200701080230,-9999,25.24,0.04,0
200701080230,200701080300,-9999,25.01,0.1,0
200701080300,200701080330,-9999,25.12,0.06,0
200701080330,200701080400,-9999,25.18,0.29,0
200701080400,200701080430,3.38787,24.86,0.1,0
200701080430,200701080500,-9999,24.75,0.12,0
200701080500,200701080530,-9999,24.98,0.11,0
200701080530,200701080600,-9999,24.72,0.12,0
200701080600,200701080630,-9999,24.88,0.07,0
200701080630,200701080700,-9999,24.81,0.13,38
200701080700,200701080730,-9999,25.67,0.33,127
200701080730,200701080800,-9999,26.98,0.13,234
200701080800,200701080830,-9999,28.09,0.11,414
200701080830,200701080900,-6.22537,28.56,0.17,418
200701080900,200701080930,-9999,29.71,0.18,677
200701080930,200701081000,-10.8072,30.46,0.26,700
200701081000,200701081030,-8.0825,30.9,0.26,638
200701081030,200701081100,-8.92343,31.31,0.3,665
200701081100,200701081130,-4.96833,31.34,0.32,594
200701081130,200701081200,-6.56315,31.63,0.37,672
200701081200,200701081230,-9999,32.19,0.46,917
200701081230,200701081300,-9999,32.5,0.48,962
200701081300,200701081330,-9999,32.44,0.37,880
200701081330,200701081400,-7.48889,33.14,0.42,928
200701081400,200701081430,-9999,33.27,0.48,1020
200701081430,200701081500,-4.20741,33.14,0.47,1010
200701081500,200701081530,-9999,31,-9999,732
200701081530,200701081600,-8.37204,30.27,0.46,727
200701081600,200701081630,-7.6263,30.88,0.34,678
200701081630,200701081700,-3.71315,30.59,0.3,337
200701081700,200701081730,-1.58583,29.89,0.26,200
200701081730,200701081800,-9999,29.57,0.18,136
200701081800,200701081830,0.272037,29.03,0.1,72
200701081830,200701081900,0.858333,28.52,0.1,25
200701081900,200701081930,0.939259,27.91,0.05,2
200701081930,200701082000,1.82722,27.57,0.15,0
200701082000,200701082030,-1.1125,27.49,0.12,0
200701082030,200701082100,3.99611,27.29,0.14,0
200701082100,200701082130,1.83324,26.93,0.06,0
200701082130,200701082200,0.783981,26.66,0.05,0
200701082200,200701082230,-9999,26.47,0.05,0
200701082230,200701082300,-0.120648,26.39,0.06,0
200701082300,200701082330,-9999,26.42,0.06,0
200701082330,200701090000,2.20815,26.22,0.04,0
200701090000,200701090030,0.831852,26.16,0.04,0
200701090030,200701090100,0.409074,26.18,0.06,0
200701090100,200701090130,-9999,26.21,0.28,0
200701090130,200701090200,0.721481,26.62,0.11,0
200701090200,200701090230,0.855741,26.58,0.1,0
200701090230,200701090300,3.02315,26.45,0.06,0
200701090300,200701090330,1.09065,26.36,0.06,0
200701090330,200701090400,-9999,26.17,0.21,0
200701090400,200701090430,-9999,25.68,0.23,0
200701090430,200701090500,-9999,25.6,0.11,0
200701090500,200701090530,-5.32111,25.56,0.07,0
200701090530,200701090600,-9999,25,0.1,0
200701090600,200701090630,-9999,25.33,-9999,0
200701090630,200701090700,-9999,25.64,0.11,21
200701090700,200701090730,-9999,25.94,0.08,87
200701090730,200701090800,-9999,26.57,0.1,156
200701090800,200701090830,-9999,27.04,0.24,180
200701090830,200701090900,-9999,26.66,0.4,331
200701090900,200701090930,-9999,26.54,0.24,316
200701090930,200701091000,-6.17713,26.74,0.19,404
200701091000,200701091030,-8.01731,27.11,0.19,484
200701091030,200701091100,-13.2516,28.01,0.3,659
200701091100,200701091130,-8.42,28.79,0.3,771
200701091130,200701091200,-6.47324,29.05,0.28,776
200701091200,200701091230,-10.7494,29.16,0.35,623
200701091230,200701091300,-14.1569,29.95,0.43,836
200701091300,200701091330,-12.5169,30.46,0.39,919
200701091330,200701091400,-11.4763,30.48,0.31,888
200701091400,200701091430,-9.9763,30.62,0.27,771
200701091430,200701091500,-8.1063,30.66,0.24,675
200701091500,200701091530,-8.09157,30.84,0.24,610
200701091530,200701091600,-9999,30.96,0.21,509
200701091600,200701091630,-5.64787,30.75,0.25,357
200701091630,200701091700,-4.02269,30.51,0.21,279
200701091700,200701091730,-4.2337,30.17,0.31,240
200701091730,200701091800,-3.04898,30.07,0.24,185
200701091800,200701091830,-1.22472,30.13,0.14,143
200701091830,200701091900,0.92787,29.72,0.11,51
200701091900,200701091930,-9999,28.71,0.04,4
200701091930,200701092000,2.24185,27.91,0.09,0
200701092000,200701092030,-0.230093,27.49,0.09,0
200701092030,200701092100,-9999,27.26,0.06,0
200701092100,200701092130,0.755926,26.84,0.11,0
200701092130,200701092200,-9999,26.67,0.12,0
200701092200,200701092230,-9999,26.09,0.12,0
200701092230,200701092300,-0.828611,26.37,0.04,0
200701092300,200701092330,-9999,25.95,0.1,0
200701092330,200701100000,-9999,25.92,0.08,0
200701100000,200701100030,-9999,25.74,0.03,0
200701100030,200701100100,-9999,25.49,0.05,0
200701100100,200701100130,-4.02917,25.47,0.06,0
200701100130,200701100200,-9999,25.46,0.05,0
200701100200,200701100230,-9999,25.54,0.04,0
200701100230,200701100300,-7.71463,25.78,0.08,0
200701100300,200701100330,1.28083,25.93,0.09,0
200701100330,200701100400,0.195463,26.03,0.04,0
200701100400,200701100430,0.219167,25.97,0.06,0
200701100430,200701100500,-9999,26.21,0.16,0
200701100500,200701100530,3.92648,26.11,0.06,0
200701100530,200701100600,0.68213,26,0.05,0
200701100600,200701100630,-9999,26.07,0.08,0
200701100630,200701100700,1.49185,25.99,0.05,26
200701100700,200701100730,-1.21778,26.42,0.07,87
200701100730,200701100800,0.146111,27.15,0.15,203
200701100800,200701100830,-9999,28.27,0.22,365
200701100830,200701100900,-12.3371,29.15,0.24,462
200701100900,200701100930,-7.35676,29.38,0.27,388
200701100930,200701101000,-8.0188,29.3,0.3,359
200701101000,200701101030,-5.8163,29.71,0.27,467
200701101030,200701101100,-8.76157,30.29,0.3,709
200701101100,200701101130,-9999,30.54,0.28,605
200701101130,200701101200,-9.32685,31.23,0.27,1005
200701101200,200701101230,-6.04259,31.67,0.27,1128
200701101230,200701101300,-9999,32.03,0.28,1082
200701101300,200701101330,-8.79898,32.23,0.37,1063
200701101330,200701101400,-6.84528,32.41,0.25,982
200701101400,200701101430,-9.1537,32.81,0.38,1017
200701101430,200701101500,-7.2963,32.62,0.38,911
200701101500,200701101530,-3.76167,28.55,-9999,415
200701101530,200701101600,-9999,26.88,0.37,187
200701101600,200701101630,-3.00787,27.32,0.33,199
200701101630,200701101700,-5.69361,28.35,0.37,422
200701101700,200701101730,-5.65472,29.33,0.33,483
200701101730,200701101800,-2.82833,28.73,0.32,194
200701101800,200701101830,-0.784167,28.6,0.26,104
200701101830,200701101900,1.68352,28.41,0.24,39
200701101900,200701101930,1.98139,28.04,0.11,3
200701101930,200701102000,0.724074,27.72,0.1,0
200701102000,200701102030,0.745185,27.68,0.09,0
200701102030,200701102100,1.06991,27.89,0.04,0
200701102100,200701102130,-9999,27.52,0.11,0
200701102130,200701102200,-9999,27.06,0.08,0
200701102200,200701102230,-9999,26.95,0.08,0
200701102230,200701102300,-7.79185,27.03,0.05,0
200701102300,200701102330,-9999,26.93,0.07,0
200701102330,200701110000,2.69917,26.85,0.07,0
200701110000,200701110030,-9999,26.81,0.11,0
200701110030,200701110100,2.10037,26.75,0.14,0
200701110100,200701110130,2.86102,26.52,0.14,0
200701110130,200701110200,2.45926,26.21,0.08,0
200701110200,200701110230,3.43185,26.02,0.11,0
200701110230,200701110300,-9999,26.14,0.1,0
200701110300,200701110330,-0.753333,26.19,0.08,0
200701110330,200701110400,0.133704,26.31,0.05,0
200701110400,200701110430,0.377685,26.23,0.06,0
200701110430,200701110500,2.29806,26.18,0.06,0
200701110500,200701110530,1.27639,26.23,0.06,0
200701110530,200701110600,-9999,26.44,0.15,0
200701110600,200701110630,-9999,26.28,0.11,0
200701110630,200701110700,1.26278,26.27,0.02,19
200701110700,200701110730,-0.676296,26.65,0.11,84
200701110730,200701110800,-9999,27.04,0.15,188
200701110800,200701110830,-9999,27.73,0.06,287
200701110830,200701110900,-5.17185,28.17,0.12,277
200701110900,200701110930,-6.26509,28.49,0.2,350
200701110930,200701111000,-6.78259,29.02,0.17,424
200701111000,200701111030,-7.54528,29.64,0.22,563
200701111030,200701111100,-8.85787,30.15,0.22,603
200701111100,200701111130,-8.06417,30.64,0.24,623
200701111130,200701111200,-7.29,30.74,0.2,584
200701111200,200701111230,-9999,31.22,0.27,571
200701111230,200701111300,-9999,31.59,0.34,608
200701111300,200701111330,-10.5326,31.64,0.31,589
200701111330,200701111400,-9999,31.69,0.35,632
200701111400,200701111430,-9999,31.33,0.37,403
200701111430,200701111500,-3.91259,30.72,0.23,274
200701111500,200701111530,-9999,30.4,0.33,222
